age,Working Section,Financial Weight,education,education-num,Marriage Status,occupation,Relationship Status,Skin Color,Gender,Capital Gain,Capital Loss,hours-per-week,Country,id,Predictions
35,Private,77820,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,60,United-States,21843,Poor
54,Private,175262,7th-8th,4,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,21345,Poor
49,Private,82649,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,5013,0,45,United-States,3912,Poor
32,Private,205390,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,49,United-States,1807,Poor
42,Private,108506,HS-grad,9,Married Civilian,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,5022,Poor
28,Private,190525,Masters,14,No Marriage,Prof-specialty,Own-child,White,Male,0,0,40,United-States,26215,Poor
36,?,28160,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,16731,Poor
52,Private,256861,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,50,United-States,31565,Poor
26,Private,94477,Some-college,10,Married Civilian,Transport-moving,Husband,White,Male,7298,0,55,United-States,25699,Rich
58,Self Employed No Inc,321171,HS-grad,9,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,328,Poor
45,Private,109434,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,55,United-States,218,Poor
40,Private,29841,Bachelors,13,Married Civilian,Adm-clerical,Wife,White,Female,0,0,40,United-States,2314,Poor
30,Private,112115,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,50,United-States,4816,Rich
43,Private,254146,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,1902,40,United-States,31845,Rich
57,Private,112840,Some-college,10,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,10658,Rich
17,Private,95909,11th,7,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,7360,Poor
50,Private,196193,Masters,14,Married but Spouse Absent,Prof-specialty,Other-relative,White,Male,0,0,60,?,5841,Poor
37,Private,242713,12th,8,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,10176,Poor
38,Private,137707,Assoc-voc,11,Married Civilian,Tech-support,Wife,White,Female,0,0,40,United-States,17729,Rich
45,Private,217953,HS-grad,9,Married Civilian,Craft-repair,Husband,Other,Male,0,0,40,Mexico,29338,Poor
26,Private,150062,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,12927,Poor
39,Self Employed No Inc,126569,Prof-school,15,Married Civilian,Prof-specialty,Husband,White,Male,15024,0,60,United-States,4127,Rich
36,Self Employed No Inc,205607,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,313,Rich
52,Private,54933,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,2143,Poor
26,Private,459548,HS-grad,9,No Marriage,Handlers-cleaners,Not-in-family,White,Male,0,0,20,Mexico,23401,Poor
49,Private,128736,Bachelors,13,No Marriage,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,8504,Poor
20,Private,151780,Assoc-voc,11,No Marriage,Sales,Not-in-family,Black,Female,0,0,35,United-States,21306,Poor
27,Private,185647,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,10267,Rich
28,Private,227840,HS-grad,9,No Marriage,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,29785,Poor
29,Private,57423,Assoc-voc,11,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,4045,Poor
32,Private,288273,Bachelors,13,Married Civilian,Craft-repair,Husband,White,Male,0,0,70,Mexico,962,Poor
29,?,256211,1st-4th,2,No Marriage,?,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,19561,Poor
27,Self Employed No Inc,243569,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,10223,Poor
46,Self Employed + Inc,110702,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,2036,0,60,United-States,9515,Poor
35,Private,158046,Some-college,10,Married Civilian,Sales,Husband,White,Male,5013,0,70,United-States,10817,Poor
40,Private,79586,Prof-school,15,Married Civilian,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,40,?,22317,Rich
53,Private,152657,10th,6,Married Civilian,Craft-repair,Husband,Black,Male,0,0,40,United-States,29898,Poor
30,Police,266463,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,22132,Rich
43,Private,266439,Bachelors,13,Married Civilian,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,27028,Rich
50,Self Employed + Inc,140516,Bachelors,13,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,25881,Poor
42,Private,195584,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,31416,Poor
44,Private,260761,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,28764,Rich
25,Private,193787,Some-college,10,No Marriage,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,28109,Poor
49,Private,123681,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,0,0,43,United-States,31946,Rich
39,?,362685,Preschool,1,Widowed,?,Not-in-family,White,Female,0,0,20,El-Salvador,3592,Poor
36,Private,105138,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,16709,Poor
58,Private,191069,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,14791,Rich
23,Private,275244,HS-grad,9,No Marriage,Machine-op-inspct,Not-in-family,Black,Male,0,0,35,United-States,1332,Poor
34,Private,72793,Bachelors,13,No Marriage,Other-service,Not-in-family,White,Female,0,0,15,United-States,11310,Poor
48,Private,187505,Some-college,10,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,23491,Rich
49,Private,83610,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,7688,0,66,United-States,25449,Rich
22,Private,91842,Some-college,10,No Marriage,Sales,Not-in-family,White,Female,0,0,42,United-States,928,Poor
22,Private,231053,11th,7,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,14279,Rich
40,Private,212760,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,7520,Poor
35,Private,202027,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,4322,Rich
40,Private,53506,Bachelors,13,Divorced,Craft-repair,Own-child,White,Female,0,0,40,United-States,8588,Poor
17,Private,51939,11th,7,No Marriage,Sales,Own-child,White,Female,0,0,15,United-States,22426,Poor
24,Private,285457,HS-grad,9,No Marriage,Other-service,Not-in-family,White,Male,0,0,40,United-States,20303,Poor
53,Private,149650,HS-grad,9,No Marriage,Sales,Not-in-family,White,Male,0,2559,48,United-States,18980,Rich
59,Local Government,236426,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,4009,Poor
33,Private,154227,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,6682,Poor
18,Private,436163,11th,7,No Marriage,Prof-specialty,Own-child,White,Male,0,0,20,United-States,32496,Poor
34,Local Government,213722,HS-grad,9,Married Civilian,Protective-serv,Husband,White,Male,0,0,57,United-States,20820,Rich
27,Private,321577,HS-grad,9,No Marriage,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,27957,Poor
55,Self Employed No Inc,124975,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,27828,0,55,United-States,5909,Rich
51,Private,210736,10th,6,Married but Spouse Absent,Craft-repair,Other-relative,White,Male,0,0,40,United-States,10948,Poor
44,Private,19914,HS-grad,9,Married Civilian,Other-service,Wife,Asian-Pac-Islander,Female,0,0,50,Philippines,21959,Poor
58,Private,306233,Bachelors,13,Married Civilian,Sales,Husband,White,Male,15024,0,40,United-States,7034,Rich
30,Private,70377,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,274,Poor
90,Private,52386,Some-college,10,No Marriage,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,2303,Poor
41,Self Employed No Inc,170214,HS-grad,9,Married Civilian,Handlers-cleaners,Husband,White,Male,0,2179,40,United-States,27252,Poor
63,Private,134699,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,3881,Poor
44,Private,128485,Assoc-voc,11,Married Civilian,Craft-repair,Husband,Black,Male,0,0,40,United-States,16761,Poor
17,Private,163836,10th,6,No Marriage,Sales,Own-child,White,Female,0,0,12,United-States,12366,Poor
24,Private,325744,HS-grad,9,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,11963,Poor
39,Private,56118,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,24927,Poor
21,?,415913,Some-college,10,No Marriage,?,Own-child,White,Male,0,0,40,United-States,19311,Poor
31,Private,169122,Some-college,10,Married Civilian,Prof-specialty,Husband,White,Male,0,0,50,United-States,29047,Poor
67,Private,247566,HS-grad,9,Married Civilian,Protective-serv,Husband,White,Male,0,0,24,United-States,9083,Poor
36,Local Government,59313,Some-college,10,Separated,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,26817,Poor
37,Self Employed No Inc,154641,Assoc-acdm,12,Married Civilian,Farming-fishing,Husband,White,Male,2105,0,50,United-States,22745,Poor
30,Private,31985,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,1522,Poor
49,?,178215,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,28,United-States,17414,Poor
48,Private,167159,Assoc-voc,11,No Marriage,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,820,Poor
56,Local Government,273084,Masters,14,Married Civilian,Exec-managerial,Husband,Black,Male,0,0,40,United-States,27644,Rich
22,Private,29810,Some-college,10,No Marriage,Transport-moving,Own-child,White,Female,0,0,30,United-States,19340,Poor
20,Private,472789,1st-4th,2,No Marriage,Farming-fishing,Not-in-family,White,Male,0,0,30,El-Salvador,25761,Poor
57,Self Employed + Inc,161662,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,7688,0,60,United-States,11758,Rich
18,State Govenment,109445,HS-grad,9,No Marriage,Other-service,Own-child,White,Male,0,0,25,United-States,15194,Poor
31,Private,164870,11th,7,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,Mexico,19390,Poor
21,Private,314165,Some-college,10,No Marriage,Sales,Own-child,White,Male,0,0,40,Columbia,28590,Poor
49,Private,87928,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,4121,Rich
43,Private,70055,Some-college,10,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,17232,Poor
28,Local Government,180271,Bachelors,13,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,10445,Rich
21,Private,260617,10th,6,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,36,United-States,4094,Poor
25,Private,462869,HS-grad,9,No Marriage,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,23071,Poor
38,Private,242559,HS-grad,9,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,14754,Poor
42,Private,248356,HS-grad,9,No Marriage,Sales,Unmarried,White,Female,0,0,40,United-States,32366,Poor
37,Private,198841,Assoc-voc,11,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,18206,Rich
37,Private,215392,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,11636,Poor
31,Police,484669,Some-college,10,No Marriage,Tech-support,Not-in-family,White,Male,0,0,40,United-States,28429,Poor
40,State Govenment,391736,Assoc-voc,11,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,16617,Poor
68,Private,99491,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,15195,Poor
55,State Govenment,71630,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1617,40,United-States,12055,Poor
57,Private,64960,Assoc-voc,11,Married Civilian,Prof-specialty,Husband,White,Male,0,1902,45,United-States,28987,Poor
36,Private,126946,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,24501,Poor
41,Self Employed No Inc,204235,Prof-school,15,Married Civilian,Prof-specialty,Husband,White,Male,0,0,50,United-States,31473,Rich
29,Private,144592,Bachelors,13,No Marriage,Sales,Own-child,White,Male,0,0,40,United-States,13438,Poor
33,Private,100135,HS-grad,9,Married Civilian,Adm-clerical,Wife,White,Female,0,1740,25,United-States,5298,Poor
38,Private,150601,10th,6,Separated,Adm-clerical,Unmarried,White,Male,0,3770,40,United-States,15942,Poor
30,Self Employed + Inc,77689,Bachelors,13,Married Civilian,Sales,Husband,White,Male,7688,0,50,United-States,29636,Rich
46,Private,51618,HS-grad,9,Married Civilian,Other-service,Wife,White,Female,0,0,40,United-States,82,Poor
51,Private,138847,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,40,United-States,3365,Rich
40,Private,167919,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,12974,Poor
36,Private,376455,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,16247,Poor
46,Private,123053,Masters,14,Married Civilian,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan,11764,Rich
45,Private,192835,HS-grad,9,Married Civilian,Other-service,Husband,White,Male,3942,0,40,United-States,16022,Poor
22,Private,166371,HS-grad,9,No Marriage,Other-service,Other-relative,White,Male,0,0,40,?,20203,Poor
43,Private,151089,Some-college,10,Married Civilian,Transport-moving,Husband,White,Male,0,0,50,United-States,22198,Poor
55,Private,342121,Some-college,10,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,20908,Poor
39,Local Government,180686,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,0,1977,45,United-States,26943,Rich
18,Private,301814,HS-grad,9,No Marriage,Sales,Not-in-family,White,Female,0,0,20,United-States,28236,Poor
56,Local Government,216851,Bachelors,13,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,25,Rich
19,Private,96176,Some-college,10,No Marriage,Adm-clerical,Own-child,White,Female,0,0,20,United-States,30023,Poor
46,Private,213408,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,Cuba,9339,Poor
17,Private,154908,10th,6,No Marriage,Other-service,Own-child,White,Female,0,0,10,United-States,8855,Poor
29,Self Employed No Inc,227890,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,4051,Poor
29,Self Employed + Inc,104737,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,60,United-States,24174,Poor
30,Private,205950,Some-college,10,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,8936,Rich
25,Private,359985,5th-6th,3,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,33,Mexico,8466,Poor
39,Private,278403,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,65,United-States,1292,Poor
46,Private,53893,Some-college,10,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,28255,Rich
21,Private,211013,9th,5,No Marriage,Other-service,Own-child,White,Female,0,0,50,Mexico,15797,Poor
29,Private,53434,Assoc-voc,11,Married Civilian,Exec-managerial,Husband,White,Male,0,0,60,United-States,20649,Rich
21,State Govenment,337766,Some-college,10,No Marriage,Prof-specialty,Own-child,White,Male,0,0,20,United-States,16408,Poor
27,Private,221252,HS-grad,9,No Marriage,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,8,United-States,22779,Poor
56,Private,371064,9th,5,Married Civilian,Other-service,Husband,White,Male,0,0,40,United-States,7742,Poor
37,Private,234901,Some-college,10,Married Civilian,Sales,Husband,White,Male,0,0,50,Germany,14152,Rich
27,Private,93021,HS-grad,9,No Marriage,Adm-clerical,Unmarried,Other,Female,0,0,40,United-States,2553,Poor
21,Private,306114,HS-grad,9,No Marriage,Other-service,Not-in-family,White,Male,0,0,35,United-States,11058,Poor
42,State Govenment,190044,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,15024,0,50,United-States,24625,Rich
35,Private,289106,Assoc-acdm,12,Separated,Sales,Unmarried,White,Male,0,0,40,United-States,28848,Poor
20,Private,215247,Some-college,10,No Marriage,Adm-clerical,Own-child,White,Female,0,0,20,United-States,4712,Poor
55,Private,110748,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,1887,40,United-States,29587,Rich
44,Private,228124,HS-grad,9,Married but Spouse Absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,23935,Poor
42,Local Government,138077,Masters,14,Married Civilian,Prof-specialty,Wife,White,Female,0,0,38,United-States,18401,Rich
37,Private,127918,Some-college,10,No Marriage,Transport-moving,Unmarried,White,Female,0,0,20,Puerto-Rico,20453,Poor
40,Private,34722,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,23035,Rich
49,Self Employed No Inc,182752,Doctorate,16,Married Civilian,Prof-specialty,Wife,White,Female,0,0,35,United-States,18323,Rich
33,Private,111985,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,58,United-States,8937,Poor
32,Private,222548,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,29439,Poor
39,Self Employed No Inc,163204,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,19717,Poor
38,State Govenment,462832,Some-college,10,Married Civilian,Exec-managerial,Wife,Black,Female,0,0,40,Trinadad&Tobago,30007,Poor
41,Local Government,210259,Masters,14,No Marriage,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,6476,Poor
37,Private,239171,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,17307,Rich
55,Private,252714,Assoc-voc,11,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,20681,Poor
48,Private,212120,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,20242,Rich
45,Local Government,164427,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,488,Poor
35,Private,194591,Some-college,10,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,26192,Poor
29,Private,120986,HS-grad,9,Married Civilian,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,65,United-States,4426,Poor
34,Self Employed No Inc,124052,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,30,United-States,26064,Poor
27,Private,200641,10th,6,Married Civilian,Exec-managerial,Wife,White,Female,0,0,40,Mexico,3165,Poor
25,?,335376,Bachelors,13,No Marriage,?,Own-child,White,Female,0,0,30,United-States,20266,Poor
29,Private,121523,11th,7,Married Civilian,Transport-moving,Husband,White,Male,0,0,60,United-States,2422,Poor
38,Private,269323,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,12099,Rich
35,Self Employed + Inc,187053,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,29812,Poor
17,Private,214787,12th,8,No Marriage,Adm-clerical,Own-child,White,Female,0,0,25,United-States,31864,Poor
20,Private,115057,HS-grad,9,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,28993,Poor
34,Private,176831,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,8031,Rich
33,Self Employed No Inc,176185,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,26479,Poor
29,Private,255949,Bachelors,13,No Marriage,Sales,Unmarried,Black,Male,0,0,40,United-States,18543,Poor
42,Police,198316,Masters,14,Married Civilian,Exec-managerial,Husband,White,Male,0,0,40,United-States,12248,Rich
43,Private,184625,HS-grad,9,Married Civilian,Adm-clerical,Wife,White,Female,0,0,40,United-States,11799,Rich
61,Private,232808,10th,6,Divorced,Other-service,Not-in-family,White,Male,0,0,24,United-States,28040,Poor
23,Private,172232,HS-grad,9,No Marriage,Tech-support,Own-child,White,Male,0,0,50,United-States,12457,Poor
44,Police,139161,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,1741,40,United-States,31402,Poor
61,Local Government,176753,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,48,United-States,6363,Poor
27,Private,137063,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,17999,Poor
17,Private,224073,11th,7,No Marriage,Sales,Own-child,White,Male,0,0,20,United-States,20225,Poor
36,Private,89508,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,17043,Poor
23,Private,13769,Some-college,10,Married Civilian,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,30,United-States,27207,Poor
28,Self Employed No Inc,38079,Some-college,10,Married Civilian,Farming-fishing,Husband,White,Male,0,0,55,United-States,11910,Poor
33,Private,268571,Some-college,10,Married Civilian,Other-service,Husband,White,Male,0,0,40,United-States,21267,Poor
37,Private,102953,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,22386,Poor
36,Private,137527,Bachelors,13,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,9369,Poor
22,?,35448,HS-grad,9,Married Civilian,?,Wife,White,Female,0,0,22,United-States,2952,Poor
28,Private,119793,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,Portugal,32352,Poor
31,Self Employed No Inc,340880,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,48,United-States,12440,Poor
42,Local Government,126319,Bachelors,13,Married Civilian,Prof-specialty,Wife,White,Female,0,0,40,United-States,745,Rich
57,Private,319733,Bachelors,13,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,Poland,5301,Rich
50,Private,287927,HS-grad,9,Married Civilian,Prof-specialty,Wife,White,Female,0,0,16,United-States,19117,Poor
39,Private,174924,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,14344,0,40,United-States,15071,Rich
69,Private,36956,Some-college,10,Married Civilian,Exec-managerial,Husband,White,Male,20051,0,50,United-States,11754,Rich
32,Private,400535,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,3781,0,40,United-States,7506,Poor
35,Private,465326,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,3458,Poor
35,Private,87556,Masters,14,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,20052,Rich
34,State Govenment,85218,Masters,14,No Marriage,Prof-specialty,Unmarried,Black,Female,0,0,24,United-States,8424,Poor
44,Private,54507,HS-grad,9,No Marriage,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,3487,Poor
50,Self Employed No Inc,183915,Bachelors,13,Married Civilian,Craft-repair,Husband,White,Male,0,0,45,United-States,28778,Rich
48,Private,216734,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,29048,Poor
61,Private,107438,7th-8th,4,Married Civilian,Transport-moving,Husband,Black,Male,0,1651,40,United-States,12374,Poor
71,Private,97870,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,28697,Poor
44,Private,85604,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,9921,Rich
36,Private,111128,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,48,United-States,9794,Rich
22,Private,191444,HS-grad,9,No Marriage,Sales,Other-relative,White,Male,0,0,40,United-States,30904,Poor
23,Private,229826,HS-grad,9,No Marriage,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,27620,Poor
19,Private,198668,HS-grad,9,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,13080,Poor
29,Private,34292,HS-grad,9,No Marriage,Other-service,Own-child,White,Male,0,0,38,United-States,8513,Poor
26,Private,139116,Some-college,10,No Marriage,Other-service,Own-child,Black,Female,0,0,50,United-States,16584,Poor
55,Private,193374,Some-college,10,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,26336,Rich
22,Private,162869,Some-college,10,No Marriage,Sales,Other-relative,White,Male,0,0,65,United-States,4868,Poor
61,Local Government,167670,Bachelors,13,Married but Spouse Absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,2682,Poor
59,Police,243612,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,5113,Poor
29,Private,242597,Bachelors,13,No Marriage,Tech-support,Not-in-family,White,Male,0,0,40,United-States,18752,Poor
31,Private,375680,Bachelors,13,No Marriage,Prof-specialty,Unmarried,Black,Female,0,0,40,?,3858,Poor
61,Private,477209,7th-8th,4,Married Civilian,Farming-fishing,Husband,White,Male,0,0,54,United-States,23731,Poor
35,Private,255635,9th,5,Married Civilian,Craft-repair,Husband,Other,Male,0,0,40,Mexico,16554,Poor
39,Private,141802,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,9581,Poor
44,Private,193524,Some-college,10,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,23979,Poor
31,Local Government,158291,Bachelors,13,No Marriage,Craft-repair,Not-in-family,White,Male,8614,0,40,United-States,30067,Rich
51,Local Government,170579,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,14045,Rich
26,Police,95806,Some-college,10,No Marriage,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,3794,Poor
37,Private,199251,Some-college,10,Married Civilian,Other-service,Wife,White,Female,0,0,40,United-States,24130,Poor
28,Private,207513,Bachelors,13,Married Civilian,Sales,Husband,White,Male,7298,0,42,United-States,31448,Rich
49,Private,177211,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,50,United-States,20255,Rich
28,Police,526528,Some-college,10,No Marriage,Adm-clerical,Unmarried,Black,Female,3887,0,40,United-States,11695,Poor
19,Private,228939,HS-grad,9,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,25005,Poor
56,Private,53366,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,6886,Poor
45,Self Employed No Inc,285335,7th-8th,4,Married Civilian,Craft-repair,Husband,White,Male,0,0,10,United-States,16605,Poor
51,Private,193720,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,45,United-States,5224,Rich
36,Private,146412,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,10542,Poor
38,Private,59660,Bachelors,13,Married Civilian,Sales,Husband,White,Male,7298,0,40,United-States,32156,Rich
28,?,192569,HS-grad,9,No Marriage,?,Own-child,Black,Male,0,0,40,United-States,3072,Poor
57,Private,278228,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,50,United-States,10079,Rich
51,Local Government,155118,Masters,14,Married Civilian,Prof-specialty,Wife,White,Female,0,0,70,United-States,26551,Rich
36,Self Employed No Inc,138940,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,4386,0,50,United-States,26983,Rich
39,Self Employed + Inc,168355,HS-grad,9,Married Civilian,Exec-managerial,Husband,White,Male,0,0,70,United-States,14435,Poor
31,Private,257863,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,18963,Poor
27,Private,102889,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,28048,Poor
41,Private,95168,HS-grad,9,No Marriage,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,20006,Poor
20,Police,225515,Some-college,10,No Marriage,Tech-support,Own-child,White,Female,0,0,24,United-States,13522,Poor
